2024-06-05 10:39:56 INFO  Keywords:98 - Navigate is called
2024-06-05 10:39:58 INFO  Keywords:124 - InputText is called
2024-06-05 10:39:58 INFO  Keywords:282 - Waiting for webElement...gateway.username
2024-06-05 10:39:58 INFO  Keywords:285 - Element found...gateway.username
2024-06-05 10:39:58 INFO  Keywords:124 - InputText is called
2024-06-05 10:39:58 INFO  Keywords:282 - Waiting for webElement...gateway.password
2024-06-05 10:39:58 INFO  Keywords:285 - Element found...gateway.password
2024-06-05 10:39:58 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:39:58 INFO  Keywords:282 - Waiting for webElement...gateway.login
2024-06-05 10:39:58 INFO  Keywords:285 - Element found...gateway.login
2024-06-05 10:40:35 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:40:35 INFO  Keywords:282 - Waiting for webElement...postsamldata
2024-06-05 10:40:35 INFO  Keywords:285 - Element found...postsamldata
2024-06-05 10:40:51 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:40:51 INFO  Keywords:282 - Waiting for webElement...next
2024-06-05 10:40:51 INFO  Keywords:285 - Element found...next
2024-06-05 10:41:10 INFO  Keywords:124 - InputText is called
2024-06-05 10:41:10 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.insuranceamount
2024-06-05 10:41:11 INFO  Keywords:285 - Element found...policyConfiguration.insuranceamount
2024-06-05 10:41:11 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.LTC
2024-06-05 10:41:11 INFO  Keywords:285 - Element found...policyConfiguration.LTC
2024-06-05 10:41:11 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.payors
2024-06-05 10:41:11 INFO  Keywords:285 - Element found...policyConfiguration.payors
2024-06-05 10:41:11 INFO  Keywords:282 - Waiting for webElement...policyConfiguration.purposeofpolicy
2024-06-05 10:41:11 INFO  Keywords:285 - Element found...policyConfiguration.purposeofpolicy
2024-06-05 10:41:11 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:41:11 INFO  Keywords:282 - Waiting for webElement...next
2024-06-05 10:41:12 INFO  Keywords:285 - Element found...next
2024-06-05 10:42:47 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcountry
2024-06-05 10:42:55 INFO  Keywords:285 - Element found...primaryinsured.birthcountry
2024-06-05 10:42:56 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthstate
2024-06-05 10:42:56 INFO  Keywords:285 - Element found...primaryinsured.birthstate
2024-06-05 10:42:56 INFO  Keywords:124 - InputText is called
2024-06-05 10:42:56 INFO  Keywords:282 - Waiting for webElement...primaryinsured.birthcity
2024-06-05 10:43:06 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:43:06 INFO  Keywords:282 - Waiting for webElement...next
2024-06-05 10:43:06 INFO  Keywords:285 - Element found...next
2024-06-05 10:43:26 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:43:26 INFO  Keywords:282 - Waiting for webElement...next
2024-06-05 10:43:26 INFO  Keywords:285 - Element found...next
2024-06-05 10:43:46 INFO  Keywords:282 - Waiting for webElement...EntityRelationship
2024-06-05 10:43:46 INFO  Keywords:285 - Element found...EntityRelationship
2024-06-05 10:43:46 INFO  Keywords:135 - ClickOnLink is called
2024-06-05 10:43:46 INFO  Keywords:282 - Waiting for webElement...next
2024-06-05 10:43:46 INFO  Keywords:285 - Element found...next
2024-06-05 10:44:06 INFO  Keywords:282 - Waiting for webElement...financialDetails.SourceOfFundsLI
2024-06-05 10:44:06 INFO  Keywords:285 - Element found...financialDetails.SourceOfFundsLI
2024-06-05 10:44:06 INFO  Keywords:282 - Waiting for webElement...financialDetails.SurrenderChargeSOFLI
2024-06-05 10:44:06 INFO  Keywords:285 - Element found...financialDetails.SurrenderChargeSOFLI
2024-06-05 10:44:06 INFO  Keywords:282 - Waiting for webElement...financialDetails.envisiontaking
2024-06-05 10:44:06 INFO  Keywords:285 - Element found...financialDetails.envisiontaking
2024-06-05 10:44:06 INFO  Keywords:282 - Waiting for webElement...financialDetails.federalfaxbracket
2024-06-05 10:44:06 INFO  Keywords:285 - Element found...financialDetails.federalfaxbracket
2024-06-05 10:44:07 INFO  Keywords:282 - Waiting for webElement...financialDetails.riskTolerance
2024-06-05 10:44:07 INFO  Keywords:285 - Element found...financialDetails.riskTolerance
2024-06-05 10:44:07 INFO  Keywords:282 - Waiting for webElement...financialDetails.Investmentobjectives
2024-06-05 10:44:07 INFO  Keywords:285 - Element found...financialDetails.Investmentobjectives
2024-06-05 10:44:07 INFO  Keywords:282 - Waiting for webElement...financialDetails.timehorizon
2024-06-05 10:44:07 INFO  Keywords:285 - Element found...financialDetails.timehorizon
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialDetails.investmentexperienceFA
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialDetails.investmentexperienceFA
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialDetails.investmentstartyear
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialDetails.investmentstartyear
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.livingexpenses
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.livingexpenses
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.fixeddebtexpenses
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.fixeddebtexpenses
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.variabledebtexpenses
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.variabledebtexpenses
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.discretionaryexpenses
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.discretionaryexpenses
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.Annualrincome
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.Annualrincome
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.businessTrustRealstate
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.businessTrustRealstate
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.liquidnetworth
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.liquidnetworth
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.policypremium
2024-06-05 10:44:08 INFO  Keywords:285 - Element found...financialdetails.policypremium
2024-06-05 10:44:08 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:08 INFO  Keywords:282 - Waiting for webElement...financialdetails.InvestibleAssets
2024-06-05 10:44:09 INFO  Keywords:285 - Element found...financialdetails.InvestibleAssets
2024-06-05 10:44:09 INFO  Keywords:124 - InputText is called
2024-06-05 10:44:09 INFO  Keywords:282 - Waiting for webElement...financialdetails.totalpremium
2024-06-05 10:44:09 INFO  Keywords:285 - Element found...financialdetails.totalpremium
2024-06-05 10:44:09 INFO  Keywords:282 - Waiting for webElement...financialdetails.anticipatedchanges
2024-06-05 10:44:09 INFO  Keywords:285 - Element found...financialdetails.anticipatedchanges
2024-06-05 10:44:09 INFO  Keywords:282 - Waiting for webElement...financialdetails.nonguaranteedelementYes
2024-06-05 10:44:09 INFO  Keywords:285 - Element found...financialdetails.nonguaranteedelementYes
2024-06-05 10:44:09 INFO  Keywords:282 - Waiting for webElement...financialdetails.reversemortgage
