2024-03-12 15:31:47 INFO  Keywords:94 - Navigate is called
2024-03-12 15:31:50 INFO  Keywords:533 - ClearText is called
2024-03-12 15:31:50 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-03-12 15:31:50 INFO  Keywords:291 - Element found...gateway.username
2024-03-12 15:31:50 INFO  Keywords:537 - 
2024-03-12 15:31:50 INFO  Keywords:122 - InputText is called
2024-03-12 15:31:50 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-03-12 15:31:50 INFO  Keywords:291 - Element found...gateway.username
2024-03-12 15:31:50 INFO  Keywords:533 - ClearText is called
2024-03-12 15:31:50 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-03-12 15:31:51 INFO  Keywords:291 - Element found...gateway.password
2024-03-12 15:31:51 INFO  Keywords:537 - 
2024-03-12 15:31:51 INFO  Keywords:122 - InputText is called
2024-03-12 15:31:51 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-03-12 15:31:51 INFO  Keywords:291 - Element found...gateway.password
2024-03-12 15:31:51 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:31:51 INFO  Keywords:288 - Waiting for webElement...gateway.login
2024-03-12 15:31:51 INFO  Keywords:291 - Element found...gateway.login
2024-03-12 15:32:11 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:32:11 INFO  Keywords:288 - Waiting for webElement...management
2024-03-12 15:32:12 INFO  Keywords:291 - Element found...management
2024-03-12 15:32:12 INFO  Keywords:288 - Waiting for webElement...managementTools
2024-03-12 15:32:12 INFO  Keywords:291 - Element found...managementTools
2024-03-12 15:32:13 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:32:13 INFO  Keywords:288 - Waiting for webElement...feedManagement
2024-03-12 15:32:13 INFO  Keywords:291 - Element found...feedManagement
2024-03-12 15:32:29 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:32:29 INFO  Keywords:288 - Waiting for webElement...Search1Bar
2024-03-12 15:32:29 INFO  Keywords:291 - Element found...Search1Bar
2024-03-12 15:32:46 INFO  Keywords:288 - Waiting for webElement...TrID
2024-03-12 15:32:46 INFO  Keywords:291 - Element found...TrID
2024-03-12 15:32:46 INFO  Keywords:122 - InputText is called
2024-03-12 15:32:46 INFO  Keywords:288 - Waiting for webElement...Search2Bar
2024-03-12 15:32:46 INFO  Keywords:291 - Element found...Search2Bar
2024-03-12 15:32:46 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:32:46 INFO  Keywords:288 - Waiting for webElement...SearchButton3
2024-03-12 15:32:46 INFO  Keywords:291 - Element found...SearchButton3
2024-03-12 15:33:02 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:33:02 INFO  Keywords:288 - Waiting for webElement...transactionSearchmyResult
2024-03-12 15:33:03 INFO  Keywords:291 - Element found...transactionSearchmyResult
2024-03-12 15:33:19 INFO  Keywords:135 - ClickOnLink is called
2024-03-12 15:33:19 INFO  Keywords:288 - Waiting for webElement...TransXMLButton
2024-03-12 15:33:19 INFO  Keywords:291 - Element found...TransXMLButton
2024-03-12 15:33:19 INFO  Keywords:288 - Waiting for webElement...TransResponseXML
2024-03-12 15:33:19 INFO  Keywords:291 - Element found...TransResponseXML
