2024-02-29 11:14:45 INFO  Keywords:94 - Navigate is called
2024-02-29 11:14:48 INFO  Keywords:533 - ClearText is called
2024-02-29 11:14:48 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 11:14:48 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 11:14:48 INFO  Keywords:537 - 
2024-02-29 11:14:48 INFO  Keywords:122 - InputText is called
2024-02-29 11:14:48 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 11:14:48 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 11:14:48 INFO  Keywords:533 - ClearText is called
2024-02-29 11:14:48 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 11:14:49 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 11:14:49 INFO  Keywords:537 - 
2024-02-29 11:14:49 INFO  Keywords:122 - InputText is called
2024-02-29 11:14:49 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 11:14:49 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 11:14:49 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:14:49 INFO  Keywords:288 - Waiting for webElement...gateway.login
2024-02-29 11:14:49 INFO  Keywords:291 - Element found...gateway.login
2024-02-29 11:15:09 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:15:09 INFO  Keywords:288 - Waiting for webElement...management
2024-02-29 11:15:09 INFO  Keywords:291 - Element found...management
2024-02-29 11:15:10 INFO  Keywords:288 - Waiting for webElement...managementTools
2024-02-29 11:15:10 INFO  Keywords:291 - Element found...managementTools
2024-02-29 11:15:11 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:15:11 INFO  Keywords:288 - Waiting for webElement...feedManagement
2024-02-29 11:15:11 INFO  Keywords:291 - Element found...feedManagement
2024-02-29 11:15:27 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:15:27 INFO  Keywords:288 - Waiting for webElement...searchPanel
2024-02-29 11:15:27 INFO  Keywords:291 - Element found...searchPanel
2024-02-29 11:15:28 INFO  Keywords:288 - Waiting for webElement...selectTransactionID
2024-02-29 11:15:28 INFO  Keywords:291 - Element found...selectTransactionID
2024-02-29 11:15:38 INFO  Keywords:122 - InputText is called
2024-02-29 11:15:38 INFO  Keywords:288 - Waiting for webElement...enterTransactioID
2024-02-29 11:15:48 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:15:48 INFO  Keywords:288 - Waiting for webElement...searchbutton
2024-02-29 11:15:48 INFO  Keywords:291 - Element found...searchbutton
2024-02-29 11:16:04 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:16:04 INFO  Keywords:288 - Waiting for webElement...transactionSearchmyResult
2024-02-29 11:16:04 INFO  Keywords:291 - Element found...transactionSearchmyResult
2024-02-29 11:16:21 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 11:16:21 INFO  Keywords:288 - Waiting for webElement...TransXMLButton
2024-02-29 11:16:21 INFO  Keywords:291 - Element found...TransXMLButton
2024-02-29 11:16:21 INFO  Keywords:288 - Waiting for webElement...TransResponseXML
