2024-02-29 10:52:19 INFO  Keywords:94 - Navigate is called
2024-02-29 10:52:22 INFO  Keywords:533 - ClearText is called
2024-02-29 10:52:22 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 10:52:22 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 10:52:22 INFO  Keywords:537 - 
2024-02-29 10:52:22 INFO  Keywords:122 - InputText is called
2024-02-29 10:52:22 INFO  Keywords:288 - Waiting for webElement...gateway.username
2024-02-29 10:52:22 INFO  Keywords:291 - Element found...gateway.username
2024-02-29 10:52:22 INFO  Keywords:533 - ClearText is called
2024-02-29 10:52:23 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 10:52:23 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 10:52:23 INFO  Keywords:537 - 
2024-02-29 10:52:23 INFO  Keywords:122 - InputText is called
2024-02-29 10:52:23 INFO  Keywords:288 - Waiting for webElement...gateway.password
2024-02-29 10:52:23 INFO  Keywords:291 - Element found...gateway.password
2024-02-29 10:52:23 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:52:23 INFO  Keywords:288 - Waiting for webElement...gateway.login
2024-02-29 10:52:23 INFO  Keywords:291 - Element found...gateway.login
2024-02-29 10:52:44 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:52:44 INFO  Keywords:288 - Waiting for webElement...management
2024-02-29 10:52:44 INFO  Keywords:288 - Waiting for webElement...managementTools
2024-02-29 10:53:34 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:53:34 INFO  Keywords:288 - Waiting for webElement...feedManagement
2024-02-29 10:54:41 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:54:41 INFO  Keywords:288 - Waiting for webElement...searchPanel
2024-02-29 10:54:41 INFO  Keywords:291 - Element found...searchPanel
2024-02-29 10:54:41 INFO  Keywords:288 - Waiting for webElement...selectTransactionID
2024-02-29 10:54:41 INFO  Keywords:291 - Element found...selectTransactionID
2024-02-29 10:54:51 INFO  Keywords:122 - InputText is called
2024-02-29 10:54:51 INFO  Keywords:288 - Waiting for webElement...enterTransactioID
2024-02-29 10:54:51 INFO  Keywords:291 - Element found...enterTransactioID
2024-02-29 10:54:51 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:54:51 INFO  Keywords:288 - Waiting for webElement...searchbutton
2024-02-29 10:54:51 INFO  Keywords:291 - Element found...searchbutton
2024-02-29 10:55:08 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:55:08 INFO  Keywords:288 - Waiting for webElement...transactionSearchmyResult
2024-02-29 10:55:08 INFO  Keywords:291 - Element found...transactionSearchmyResult
2024-02-29 10:55:24 INFO  Keywords:135 - ClickOnLink is called
2024-02-29 10:55:24 INFO  Keywords:288 - Waiting for webElement...TransXMLButton
2024-02-29 10:55:34 INFO  Keywords:288 - Waiting for webElement...TransResponseXML
