2023-06-07 14:39:40 INFO  Keywords:95 - Navigate is called
2023-06-07 14:39:43 INFO  Keywords:123 - InputText is called
2023-06-07 14:39:43 INFO  Keywords:284 - Waiting for webElement...gateway.username
2023-06-07 14:39:43 INFO  Keywords:287 - Element found...gateway.username
2023-06-07 14:39:44 INFO  Keywords:123 - InputText is called
2023-06-07 14:39:44 INFO  Keywords:284 - Waiting for webElement...gateway.password
2023-06-07 14:39:44 INFO  Keywords:287 - Element found...gateway.password
2023-06-07 14:39:44 INFO  Keywords:136 - ClickOnLink is called
2023-06-07 14:39:44 INFO  Keywords:284 - Waiting for webElement...gateway.login
2023-06-07 14:39:44 INFO  Keywords:287 - Element found...gateway.login
2023-06-07 14:40:23 INFO  Keywords:136 - ClickOnLink is called
2023-06-07 14:40:23 INFO  Keywords:284 - Waiting for webElement...postsamldata
2023-06-07 14:40:23 INFO  Keywords:287 - Element found...postsamldata
2023-06-07 14:40:29 INFO  Keywords:136 - ClickOnLink is called
2023-06-07 14:40:29 INFO  Keywords:284 - Waiting for webElement...next
2023-06-07 14:40:29 INFO  Keywords:287 - Element found...next
2023-06-07 14:40:30 INFO  Keywords:123 - InputText is called
2023-06-07 14:40:30 INFO  Keywords:284 - Waiting for webElement...policyConfiguration.insuranceamount
2023-06-07 14:40:40 INFO  Keywords:284 - Waiting for webElement...policyConfiguration.LTC
